id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance
1327908252,KFC 창동역점,음식점 > 패스트푸드 > KFC,FD6,음식점,02-6224-9894,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04985675089654,37.65460167653494,http://place.map.kakao.com/1327908252,53
2086165778,유엑스플러스푸드,음식점 > 구내식당,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/2086165778,60
524535584,오스시,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/524535584,60
413134330,감탄계숯불치킨 창동씨드큐브점,음식점 > 치킨,FD6,음식점,02-6077-8998,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/413134330,60
584111730,애슐리퀸즈 창동씨드큐브점,음식점 > 패밀리레스토랑 > 애슐리,FD6,음식점,070-5150-4857,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/584111730,60
21411003,생생돈까스 하나로창동점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.050537985321,37.6548365430496,http://place.map.kakao.com/21411003,67
1430861740,거궁 창동점,음식점 > 한식 > 한정식,FD6,음식점,02-6077-8989,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04977048180812,37.65438727915304,http://place.map.kakao.com/1430861740,77
1424865971,써브웨이 창동역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,FD6,음식점,02-6958-7081,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05009454107822,37.65431956830442,http://place.map.kakao.com/1424865971,87
21129840,하북성,음식점 > 중식 > 중국요리,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21129840,88
21412714,정식품,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21412714,88
21385819,유선식품,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21385819,88
526954119,도담솥밥,음식점 > 한식,FD6,음식점,02-6077-8885,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04965821673,37.6542747036618,http://place.map.kakao.com/526954119,90
2021289992,청담동샤브 창동씨드큐브점,음식점 > 샤브샤브,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049876870124,37.6541845131677,http://place.map.kakao.com/2021289992,99
2031546651,송사부수제쌀고로케 하나로마트창동점,"음식점 > 간식 > 제과,베이커리 > 송사부수제쌀고로케",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051025493654,37.6551507760165,http://place.map.kakao.com/2031546651,105
1930915599,송추가마골 인어반 창동점,"음식점 > 한식 > 육류,고기 > 갈비 > 송추가마골",FD6,음식점,02-6221-3100,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05019070813,37.6540852719929,http://place.map.kakao.com/1930915599,114
19332386,던킨 창동하나로점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,02-991-0450,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051277013874,37.6550632716712,http://place.map.kakao.com/19332386,127
21573715,초가집,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051281445227,37.6549155086448,http://place.map.kakao.com/21573715,128
21441230,푸른칡냉면,음식점 > 한식 > 냉면,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051331330164,37.6549479223123,http://place.map.kakao.com/21441230,132
21548159,수라당 농협하나로클럽 창동점,"음식점 > 간식 > 떡,한과",FD6,음식점,02-900-6101,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.051335801102,37.6548578221337,http://place.map.kakao.com/21548159,134
1154810465,이삭토스트 창동하나로클럽점,음식점 > 간식 > 토스트 > 이삭토스트,FD6,음식점,02-900-1714,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.0516257858405,37.654677499112935,http://place.map.kakao.com/1154810465,164
10203282,김밥나라 창동점,음식점 > 분식,FD6,음식점,02-900-3855,서울 도봉구 창동 13-2,서울 도봉구 마들로11길 57,127.0501733811305,37.65359694684533,http://place.map.kakao.com/10203282,167
27349012,밀숲 창동점,음식점 > 한식 > 국수,FD6,음식점,02-907-3307,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.05100076499998,37.65379030328459,http://place.map.kakao.com/27349012,176
13561960,배스킨라빈스 창동역1점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-999-1131,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049680357926,37.6534890376058,http://place.map.kakao.com/13561960,177
1852442715,프랭크버거 창동하나로마트점,음식점 > 양식 > 햄버거 > 프랭크버거,FD6,음식점,010-3365-5678,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051851507475,37.6549756252683,http://place.map.kakao.com/1852442715,178
2059632770,역전우동0410 창동역점,"음식점 > 일식 > 돈까스,우동 > 역전우동0410",FD6,음식점,02-999-0410,서울 도봉구 창동 13-2,서울 도봉구 마들로11길 57,127.050165377062,37.6534906343142,http://place.map.kakao.com/2059632770,178
1104634654,왕차이 2호점,음식점 > 중식 > 중국요리,FD6,음식점,02-999-3525,서울 도봉구 창동 13-2,서울 도봉구 마들로11길 57,127.050165376455,37.6534897333319,http://place.map.kakao.com/1104634654,179
471995228,하즈벤 하나로마트창동점,음식점 > 일식,FD6,음식점,,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.051804845499,37.6546891333853,http://place.map.kakao.com/471995228,179
903557075,코토코토,음식점 > 일식 > 일본식라면,FD6,음식점,,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.05086242993701,37.65367053234091,http://place.map.kakao.com/903557075,180
1016368898,창고을만두,음식점 > 분식,FD6,음식점,02-903-0189,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049684859588,37.6534421846169,http://place.map.kakao.com/1016368898,182
766509612,빵굽는사람들,"음식점 > 간식 > 제과,베이커리",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051891118277,37.6548999253357,http://place.map.kakao.com/766509612,182
493498803,스시영,"음식점 > 일식 > 초밥,롤",FD6,음식점,02-995-6859,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.05092702975502,37.65367951429569,http://place.map.kakao.com/493498803,183
1381371448,방콕스토리,음식점 > 아시아음식 > 동남아음식 > 태국음식,FD6,음식점,02-900-9810,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.050949699126,37.6536867123672,http://place.map.kakao.com/1381371448,183
292721938,샐러디 창동역점,음식점 > 샐러드 > 샐러디,FD6,음식점,02-900-0878,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.050938362594,37.6536804103852,http://place.map.kakao.com/292721938,183
685527887,본죽&비빔밥cafe 창4동점,음식점 > 퓨전요리 > 퓨전한식 > 본죽&비빔밥cafe,FD6,음식점,02-991-6288,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.05092702237114,37.65366870250863,http://place.map.kakao.com/685527887,184
75792570,꽈백최선생 본점,음식점 > 분식,FD6,음식점,02-907-4377,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.04966784450359,37.653416964265375,http://place.map.kakao.com/75792570,185
16906534,베를린호프,음식점 > 술집,FD6,음식점,02-990-0038,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049666711286,37.6534169647474,http://place.map.kakao.com/16906534,185
26542123,곤지암소머리국밥,음식점 > 한식 > 국밥,FD6,음식점,1899-9501,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.050967820832,37.6536722888187,http://place.map.kakao.com/26542123,185
1011394258,생활맥주 창동역점,"음식점 > 술집 > 호프,요리주점 > 생활맥주",FD6,음식점,02-996-3330,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049712018397,37.6533845102911,http://place.map.kakao.com/1011394258,188
1725044554,창동양곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,음식점,010-5927-7849,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049623589031,37.6533268846378,http://place.map.kakao.com/1725044554,195
83028974,죽도령 도봉창동점,음식점 > 한식 > 죽,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049342587282,37.6568065961984,http://place.map.kakao.com/83028974,196
16558902,서울뚝배기,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 3-4,서울 도봉구 마들로11길 71,127.049358425797,37.6533414116034,http://place.map.kakao.com/16558902,197
1492336920,밥하는 녀석들,음식점 > 한식,FD6,음식점,02-955-0828,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04936526461,37.6568246063514,http://place.map.kakao.com/1492336920,198
1561365228,팔삼닭발,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,02-992-1983,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049660968991,37.6533025423782,http://place.map.kakao.com/1561365228,198
1088093105,더사르르아이스크림할인점세계과자,음식점 > 간식 > 아이스크림,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049357335894,37.6568309165435,http://place.map.kakao.com/1088093105,198
397891087,샐러바웃 창동점,음식점 > 샐러드,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04935393489012,37.65682911600237,http://place.map.kakao.com/397891087,198
8270227,뚜레쥬르 창동동아점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",FD6,음식점,02-991-0049,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04949334447096,37.65685518607259,http://place.map.kakao.com/8270227,101
550341331,순수덮밥 도봉점,음식점 > 한식,FD6,음식점,02-955-0828,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049365270575,37.6568336161694,http://place.map.kakao.com/550341331,103
429790222,순수덮밥 도봉구점,음식점 > 한식 > 순수덮밥,FD6,음식점,02-955-0829,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049334667508,37.6568264211158,http://place.map.kakao.com/429790222,103
21606361,창골회관,음식점 > 뷔페,FD6,음식점,02-604-0085,서울 도봉구 창동 1-6,서울 도봉구 노해로69길 132,127.050703401978,37.6581160468811,http://place.map.kakao.com/21606361,248
